rule,seed,total_loss,inflation_loss,output_loss,mean_rate
taylor,28,93.1461721601163,21.407749510823916,56.78278365461211,10.0
taylor,29,89.08543966605876,20.365609957387754,55.0862898983389,10.0
taylor,30,93.90289206134507,21.61133107691102,58.41025869617622,10.0
taylor,31,93.94255514021998,20.63737241965445,59.89583530385383,10.0
taylor,32,93.99699304532483,21.76005854859268,59.08418502672462,10.0
taylor,33,90.60355927182188,20.296326158829412,55.32176880755769,10.0
taylor,34,93.31187741434928,21.017325380858267,57.731791863284194,10.0
taylor,35,91.78184914704433,20.300957452949532,57.15609454036932,10.0
taylor,36,91.19784904071116,21.036915148715913,55.6317797263317,10.0
taylor,37,92.23668100959974,20.92051623899147,58.10916861296018,10.0
taylor,38,93.1304050878479,21.425863930091335,57.14412157258568,10.0
taylor,39,87.72841890603839,20.254240377683384,53.44054427698292,10.0
taylor,40,91.13606276230006,20.099737985451025,57.80572812862103,10.0
taylor,41,94.31658198585237,21.580878256532024,59.239393229761376,10.0
taylor,42,94.3737160966019,20.97124825235881,58.56992086912274,10.0
taylor,43,96.51023908837722,21.566399257769707,60.396096627906786,10.0
taylor,44,90.66391626587414,20.976227722665694,54.63223314854495,10.0
taylor,45,90.10863492663074,21.114685009195718,55.533677836484344,10.0
taylor,46,93.64635119968747,20.952034213624433,57.909844920332915,10.0
taylor,47,94.78968571560921,20.97160319269433,59.38617108113118,10.0
taylor,48,91.08768866320516,21.350140794725576,55.46997203645183,10.0
taylor,49,92.1141779739718,21.253772097309405,57.005257531241924,10.0
taylor,50,94.80565211860944,21.212430488620882,60.00415447209656,10.0
taylor,51,93.38354715078657,20.780196928383454,58.07893706492003,10.0
taylor,52,93.68021402289602,21.723605716588892,58.14896887817593,10.0
taylor,53,94.31472351575638,21.5961955395661,58.427646212129474,10.0
taylor,54,91.23566022817865,20.90023734957634,56.45509304439875,10.0
taylor,55,93.67943334840574,21.51043123464932,59.279877377130916,10.0
taylor,56,91.64540712992242,21.435580425463378,56.35826902453312,10.0
taylor,57,92.9299751691426,20.965351990358595,58.75733022354555,10.0
taylor,58,92.73562065109626,21.005969632099976,58.276006490000135,10.0
taylor,59,93.4420788582677,21.666496883889252,58.29348171059223,10.0
taylor,60,94.97605516022008,21.093844258466934,59.80016529150401,10.0
taylor,61,94.38655829832766,21.572748288197193,58.53750182784944,10.0
taylor,62,93.2094736297785,21.991678652322193,56.909371946733785,10.0
taylor,63,91.43546602899511,21.11035723983549,56.71465287014269,10.0
taylor,64,93.78893876870802,21.07147678165207,58.403775027296525,10.0
taylor,65,94.17764312082184,21.197040752482597,59.47630728484212,10.0
taylor,66,93.52915525712959,21.14171838602381,57.21573385516914,10.0
taylor,67,93.40642109136598,21.363483940546498,57.87028035062185,10.0
taylor,68,92.26488441977293,20.73884452183223,56.72402902978299,10.0
taylor,69,91.6304844026775,20.563678058255547,57.03397965621229,10.0
taylor,70,92.51289756811255,21.56545581088321,57.42995147261492,10.0
taylor,71,93.83364902304999,21.26063349366833,58.54694611377199,10.0
taylor,72,90.92168530749012,21.081804540478654,56.04370055350629,10.0
taylor,73,91.97220152674639,20.41901081730281,57.966276576721256,10.0
taylor,74,91.86309119936483,21.654348626041823,56.45497361163861,10.0
taylor,75,93.81090777986368,21.01705724137169,57.63724674525205,10.0
taylor,76,93.36181263036754,21.40959105031073,57.17131104694961,10.0
taylor,77,93.5924748814088,21.45624616998711,58.32504678874302,10.0
taylor,78,92.13051047194611,21.1441991999633,57.82570430133195,10.0
taylor,79,92.63642294402102,21.138458272261964,57.30416404440851,10.0
taylor,80,91.1714272380536,21.078708903430396,56.556038272247555,10.0
taylor,81,90.73610832316389,20.15564108580254,57.34432218053708,10.0
taylor,82,92.6235592056413,21.641967308632776,57.22395618079961,10.0
taylor,83,92.07038370308116,21.227610737346588,57.223760340632545,10.0
taylor,84,93.36814117474779,21.455545090526545,57.234956500889744,10.0
taylor,85,93.334566821438,20.76695187356146,57.66061609302894,10.0
taylor,86,93.28410046036538,21.130126001776695,57.745234067099354,10.0
taylor,87,93.56149241442967,21.82067954378878,58.00307155393322,10.0
taylor,88,93.22908252468359,20.95735258216565,58.44708045003986,10.0
taylor,89,92.66030214218019,20.38851519735762,57.63816870027655,10.0
taylor,90,92.4640061586753,21.067302139752833,57.6946363308427,10.0
taylor,91,95.43351375715692,20.63053314800603,61.60702334039687,10.0
taylor,92,93.91346407037716,21.108261710103033,58.73772198202117,10.0
taylor,93,93.50303890616128,21.264915370834007,58.27868227020801,10.0
taylor,94,92.56447232173797,21.280463408387583,57.43033637901313,10.0
taylor,95,95.28570025706395,21.91849436738344,58.34350635220559,10.0
taylor,96,93.41176993119956,20.99893929112667,57.9997001283402,10.0
taylor,97,93.68769006693302,20.99785779298334,58.747581145481696,10.0
taylor,98,91.91705498905635,20.76077395939687,57.336184149166726,10.0
taylor,99,91.76190842771277,20.74694103076705,57.396438560696105,10.0
inflation_focused,0,93.98394706942568,20.671234870036628,59.04863109102316,10.0
inflation_focused,1,93.41805244433321,20.42555481681117,58.98916417343621,10.0
inflation_focused,2,92.69694656869932,21.665424299308974,57.32387498729027,10.0
inflation_focused,3,91.75590176508044,20.96624353471734,56.606698013529474,10.0
inflation_focused,4,91.05380478614956,20.769755586013655,55.92787947167381,10.0
inflation_focused,5,91.54780366527449,20.556516225687297,57.307302828481035,10.0
inflation_focused,6,93.03484396024969,21.68501783056322,57.72713306350808,10.0
inflation_focused,7,92.08351728749665,21.51504092956409,56.97765494097444,10.0
inflation_focused,8,92.55927564654814,21.715178049057474,57.69792746388477,10.0
inflation_focused,9,91.40333572896765,20.662784702171255,56.566895276976695,10.0
inflation_focused,10,93.96399001494186,20.056046188108883,59.57667652362245,10.0
inflation_focused,11,93.09303412304801,21.587683850218554,58.02206272452675,10.0
inflation_focused,12,94.51128484946123,20.98085093372348,58.47374397081636,10.0
inflation_focused,13,94.29889212394623,21.50158098002474,58.21924973914594,10.0
inflation_focused,14,93.18132270688875,21.632470779711728,58.5489443018921,10.0
inflation_focused,15,91.60286503682352,21.415837816727592,56.85368471061458,10.0
inflation_focused,16,92.59399845339455,21.057368915276264,57.2615942150325,10.0
inflation_focused,17,91.66973990318583,21.065147789972315,56.69169452016323,10.0
inflation_focused,18,93.96159587001152,21.318584829137485,58.26344981429589,10.0
inflation_focused,19,90.72074184183624,21.168968413396666,54.7259135976131,10.0
inflation_focused,20,93.36508082882163,21.354967925128104,58.432145911321555,10.0
inflation_focused,21,92.27579867160611,21.216030071404404,57.38380011386337,10.0
inflation_focused,22,92.48324886360153,21.495921804506068,57.50079294381161,10.0
inflation_focused,23,93.827416689451,21.242641612513225,58.583990561073556,10.0
inflation_focused,24,94.3094765446051,22.176298472147526,57.67322804751566,10.0
inflation_focused,25,94.24632286681229,20.764270394037645,60.59560401749478,10.0
inflation_focused,26,93.1283328054743,20.277619144347916,59.230882098889644,10.0
inflation_focused,27,90.83517095408925,21.363120390844564,56.95225016561336,10.0
inflation_focused,28,93.1461721601163,21.407749510823916,56.78278365461211,10.0
inflation_focused,29,89.08543966605876,20.365609957387754,55.0862898983389,10.0
inflation_focused,30,93.90289206134507,21.61133107691102,58.41025869617622,10.0
inflation_focused,31,93.94255514021998,20.63737241965445,59.89583530385383,10.0
inflation_focused,32,93.99699304532483,21.76005854859268,59.08418502672462,10.0
inflation_focused,33,90.60355927182188,20.296326158829412,55.32176880755769,10.0
inflation_focused,34,93.31187741434928,21.017325380858267,57.731791863284194,10.0
inflation_focused,35,91.78184914704433,20.300957452949532,57.15609454036932,10.0
inflation_focused,36,91.19784904071116,21.036915148715913,55.6317797263317,10.0
inflation_focused,37,92.23668100959974,20.92051623899147,58.10916861296018,10.0
inflation_focused,38,93.1304050878479,21.425863930091335,57.14412157258568,10.0
inflation_focused,39,87.72841890603839,20.254240377683384,53.44054427698292,10.0
inflation_focused,40,91.13606276230006,20.099737985451025,57.80572812862103,10.0
inflation_focused,41,94.31658198585237,21.580878256532024,59.239393229761376,10.0
inflation_focused,42,94.3737160966019,20.97124825235881,58.56992086912274,10.0
inflation_focused,43,96.51023908837722,21.566399257769707,60.396096627906786,10.0
inflation_focused,44,90.66391626587414,20.976227722665694,54.63223314854495,10.0
inflation_focused,45,90.10863492663074,21.114685009195718,55.533677836484344,10.0
inflation_focused,46,93.64635119968747,20.952034213624433,57.909844920332915,10.0
inflation_focused,47,94.78968571560921,20.97160319269433,59.38617108113118,10.0
inflation_focused,48,91.08768866320516,21.350140794725576,55.46997203645183,10.0
inflation_focused,49,92.1141779739718,21.253772097309405,57.005257531241924,10.0
inflation_focused,50,94.80565211860944,21.212430488620882,60.00415447209656,10.0
inflation_focused,51,93.38354715078657,20.780196928383454,58.07893706492003,10.0
inflation_focused,52,93.68021402289602,21.723605716588892,58.14896887817593,10.0
inflation_focused,53,94.31472351575638,21.5961955395661,58.427646212129474,10.0
inflation_focused,54,91.23566022817865,20.90023734957634,56.45509304439875,10.0
inflation_focused,55,93.67943334840574,21.51043123464932,59.279877377130916,10.0
inflation_focused,56,91.64540712992242,21.435580425463378,56.35826902453312,10.0
inflation_focused,57,92.9299751691426,20.965351990358595,58.75733022354555,10.0
inflation_focused,58,92.73562065109626,21.005969632099976,58.276006490000135,10.0
inflation_focused,59,93.4420788582677,21.666496883889252,58.29348171059223,10.0
inflation_focused,60,94.97605516022008,21.093844258466934,59.80016529150401,10.0
inflation_focused,61,94.38655829832766,21.572748288197193,58.53750182784944,10.0
inflation_focused,62,93.2094736297785,21.991678652322193,56.909371946733785,10.0
inflation_focused,63,91.43546602899511,21.11035723983549,56.71465287014269,10.0
inflation_focused,64,93.78893876870802,21.07147678165207,58.403775027296525,10.0
inflation_focused,65,94.17764312082184,21.197040752482597,59.47630728484212,10.0
inflation_focused,66,93.52915525712959,21.14171838602381,57.21573385516914,10.0
inflation_focused,67,93.40642109136598,21.363483940546498,57.87028035062185,10.0
inflation_focused,68,92.26488441977293,20.73884452183223,56.72402902978299,10.0
inflation_focused,69,91.6304844026775,20.563678058255547,57.03397965621229,10.0
inflation_focused,70,92.51289756811255,21.56545581088321,57.42995147261492,10.0
inflation_focused,71,93.83364902304999,21.26063349366833,58.54694611377199,10.0
inflation_focused,72,90.92168530749012,21.081804540478654,56.04370055350629,10.0
inflation_focused,73,91.97220152674639,20.41901081730281,57.966276576721256,10.0
inflation_focused,74,91.86309119936483,21.654348626041823,56.45497361163861,10.0
inflation_focused,75,93.81090777986368,21.01705724137169,57.63724674525205,10.0
inflation_focused,76,93.36181263036754,21.40959105031073,57.17131104694961,10.0
inflation_focused,77,93.5924748814088,21.45624616998711,58.32504678874302,10.0
inflation_focused,78,92.13051047194611,21.1441991999633,57.82570430133195,10.0
inflation_focused,79,92.63642294402102,21.138458272261964,57.30416404440851,10.0
inflation_focused,80,91.1714272380536,21.078708903430396,56.556038272247555,10.0
inflation_focused,81,90.73610832316389,20.15564108580254,57.34432218053708,10.0
inflation_focused,82,92.6235592056413,21.641967308632776,57.22395618079961,10.0
inflation_focused,83,92.07038370308116,21.227610737346588,57.223760340632545,10.0
inflation_focused,84,93.36814117474779,21.455545090526545,57.234956500889744,10.0
inflation_focused,85,93.334566821438,20.76695187356146,57.66061609302894,10.0
inflation_focused,86,93.28410046036538,21.130126001776695,57.745234067099354,10.0
inflation_focused,87,93.56149241442967,21.82067954378878,58.00307155393322,10.0
inflation_focused,88,93.22908252468359,20.95735258216565,58.44708045003986,10.0
inflation_focused,89,92.66030214218019,20.38851519735762,57.63816870027655,10.0
inflation_focused,90,92.4640061586753,21.067302139752833,57.6946363308427,10.0
inflation_focused,91,95.43351375715692,20.63053314800603,61.60702334039687,10.0
inflation_focused,92,93.91346407037716,21.108261710103033,58.73772198202117,10.0
inflation_focused,93,93.50303890616128,21.264915370834007,58.27868227020801,10.0
inflation_focused,94,92.56447232173797,21.280463408387583,57.43033637901313,10.0
inflation_focused,95,95.28570025706395,21.91849436738344,58.34350635220559,10.0
inflation_focused,96,93.41176993119956,20.99893929112667,57.9997001283402,10.0
inflation_focused,97,93.68769006693302,20.99785779298334,58.747581145481696,10.0
inflation_focused,98,91.91705498905635,20.76077395939687,57.336184149166726,10.0
inflation_focused,99,91.76190842771277,20.74694103076705,57.396438560696105,10.0
dual_mandate,0,93.98394706942568,20.671234870036628,59.04863109102316,10.0
dual_mandate,1,93.41805244433321,20.42555481681117,58.98916417343621,10.0
dual_mandate,2,92.69694656869932,21.665424299308974,57.32387498729027,10.0
dual_mandate,3,91.75590176508044,20.96624353471734,56.606698013529474,10.0
dual_mandate,4,91.05380478614956,20.769755586013655,55.92787947167381,10.0
dual_mandate,5,91.54780366527449,20.556516225687297,57.307302828481035,10.0
dual_mandate,6,93.03484396024969,21.68501783056322,57.72713306350808,10.0
dual_mandate,7,92.08351728749665,21.51504092956409,56.97765494097444,10.0
dual_mandate,8,92.55927564654814,21.715178049057474,57.69792746388477,10.0
dual_mandate,9,91.40333572896765,20.662784702171255,56.566895276976695,10.0
dual_mandate,10,93.96399001494186,20.056046188108883,59.57667652362245,10.0
dual_mandate,11,93.09303412304801,21.587683850218554,58.02206272452675,10.0
dual_mandate,12,94.51128484946123,20.98085093372348,58.47374397081636,10.0
dual_mandate,13,94.29889212394623,21.50158098002474,58.21924973914594,10.0
dual_mandate,14,93.18132270688875,21.632470779711728,58.5489443018921,10.0
dual_mandate,15,91.60286503682352,21.415837816727592,56.85368471061458,10.0
dual_mandate,16,92.59399845339455,21.057368915276264,57.2615942150325,10.0
dual_mandate,17,91.66973990318583,21.065147789972315,56.69169452016323,10.0
dual_mandate,18,93.96159587001152,21.318584829137485,58.26344981429589,10.0
dual_mandate,19,90.72074184183624,21.168968413396666,54.7259135976131,10.0
dual_mandate,20,93.36508082882163,21.354967925128104,58.432145911321555,10.0
dual_mandate,21,92.27579867160611,21.216030071404404,57.38380011386337,10.0
dual_mandate,22,92.48324886360153,21.495921804506068,57.50079294381161,10.0
dual_mandate,23,93.827416689451,21.242641612513225,58.583990561073556,10.0
dual_mandate,24,94.3094765446051,22.176298472147526,57.67322804751566,10.0
dual_mandate,25,94.24632286681229,20.764270394037645,60.59560401749478,10.0
dual_mandate,26,93.1283328054743,20.277619144347916,59.230882098889644,10.0
dual_mandate,27,90.83517095408925,21.363120390844564,56.95225016561336,10.0
dual_mandate,28,93.1461721601163,21.407749510823916,56.78278365461211,10.0
dual_mandate,29,89.08543966605876,20.365609957387754,55.0862898983389,10.0
dual_mandate,30,93.90289206134507,21.61133107691102,58.41025869617622,10.0
dual_mandate,31,93.94255514021998,20.63737241965445,59.89583530385383,10.0
dual_mandate,32,93.99699304532483,21.76005854859268,59.08418502672462,10.0
dual_mandate,33,90.60355927182188,20.296326158829412,55.32176880755769,10.0
dual_mandate,34,93.31187741434928,21.017325380858267,57.731791863284194,10.0
dual_mandate,35,91.78184914704433,20.300957452949532,57.15609454036932,10.0
dual_mandate,36,91.19784904071116,21.036915148715913,55.6317797263317,10.0
dual_mandate,37,92.23668100959974,20.92051623899147,58.10916861296018,10.0
dual_mandate,38,93.1304050878479,21.425863930091335,57.14412157258568,10.0
dual_mandate,39,87.72841890603839,20.254240377683384,53.44054427698292,10.0
dual_mandate,40,91.13606276230006,20.099737985451025,57.80572812862103,10.0
dual_mandate,41,94.31658198585237,21.580878256532024,59.239393229761376,10.0
dual_mandate,42,94.3737160966019,20.97124825235881,58.56992086912274,10.0
dual_mandate,43,96.51023908837722,21.566399257769707,60.396096627906786,10.0
dual_mandate,44,90.66391626587414,20.976227722665694,54.63223314854495,10.0
dual_mandate,45,90.10863492663074,21.114685009195718,55.533677836484344,10.0
dual_mandate,46,93.64635119968747,20.952034213624433,57.909844920332915,10.0
dual_mandate,47,94.78968571560921,20.97160319269433,59.38617108113118,10.0
dual_mandate,48,91.08768866320516,21.350140794725576,55.46997203645183,10.0
dual_mandate,49,92.1141779739718,21.253772097309405,57.005257531241924,10.0
dual_mandate,50,94.80565211860944,21.212430488620882,60.00415447209656,10.0
dual_mandate,51,93.38354715078657,20.780196928383454,58.07893706492003,10.0
dual_mandate,52,93.68021402289602,21.723605716588892,58.14896887817593,10.0
dual_mandate,53,94.31472351575638,21.5961955395661,58.427646212129474,10.0
dual_mandate,54,91.23566022817865,20.90023734957634,56.45509304439875,10.0
dual_mandate,55,93.67943334840574,21.51043123464932,59.279877377130916,10.0
dual_mandate,56,91.64540712992242,21.435580425463378,56.35826902453312,10.0
dual_mandate,57,92.9299751691426,20.965351990358595,58.75733022354555,10.0
dual_mandate,58,92.73562065109626,21.005969632099976,58.276006490000135,10.0
dual_mandate,59,93.4420788582677,21.666496883889252,58.29348171059223,10.0
dual_mandate,60,94.97605516022008,21.093844258466934,59.80016529150401,10.0
dual_mandate,61,94.38655829832766,21.572748288197193,58.53750182784944,10.0
dual_mandate,62,93.2094736297785,21.991678652322193,56.909371946733785,10.0
dual_mandate,63,91.43546602899511,21.11035723983549,56.71465287014269,10.0
dual_mandate,64,93.78893876870802,21.07147678165207,58.403775027296525,10.0
dual_mandate,65,94.17764312082184,21.197040752482597,59.47630728484212,10.0
dual_mandate,66,93.52915525712959,21.14171838602381,57.21573385516914,10.0
dual_mandate,67,93.40642109136598,21.363483940546498,57.87028035062185,10.0
dual_mandate,68,92.26488441977293,20.73884452183223,56.72402902978299,10.0
dual_mandate,69,91.6304844026775,20.563678058255547,57.03397965621229,10.0
dual_mandate,70,92.51289756811255,21.56545581088321,57.42995147261492,10.0
dual_mandate,71,93.83364902304999,21.26063349366833,58.54694611377199,10.0
dual_mandate,72,90.92168530749012,21.081804540478654,56.04370055350629,10.0
dual_mandate,73,91.97220152674639,20.41901081730281,57.966276576721256,10.0
dual_mandate,74,91.86309119936483,21.654348626041823,56.45497361163861,10.0
dual_mandate,75,93.81090777986368,21.01705724137169,57.63724674525205,10.0
dual_mandate,76,93.36181263036754,21.40959105031073,57.17131104694961,10.0
dual_mandate,77,93.5924748814088,21.45624616998711,58.32504678874302,10.0
dual_mandate,78,92.13051047194611,21.1441991999633,57.82570430133195,10.0
dual_mandate,79,92.63642294402102,21.138458272261964,57.30416404440851,10.0
dual_mandate,80,91.1714272380536,21.078708903430396,56.556038272247555,10.0
dual_mandate,81,90.73610832316389,20.15564108580254,57.34432218053708,10.0
dual_mandate,82,92.6235592056413,21.641967308632776,57.22395618079961,10.0
dual_mandate,83,92.07038370308116,21.227610737346588,57.223760340632545,10.0
dual_mandate,84,93.36814117474779,21.455545090526545,57.234956500889744,10.0
dual_mandate,85,93.334566821438,20.76695187356146,57.66061609302894,10.0
dual_mandate,86,93.28410046036538,21.130126001776695,57.745234067099354,10.0
dual_mandate,87,93.56149241442967,21.82067954378878,58.00307155393322,10.0
dual_mandate,88,93.22908252468359,20.95735258216565,58.44708045003986,10.0
dual_mandate,89,92.66030214218019,20.38851519735762,57.63816870027655,10.0
dual_mandate,90,92.4640061586753,21.067302139752833,57.6946363308427,10.0
